barcode,product_name,ingredients,image_url
3600541540262,Reconstructing Shampoo Honey Treasures,"AQUA / WATER, SODIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE, SODIUM LAURYL SULFATE, GLYCOL DISTEARATE, SODIUM CHLORIDE, AMODIMETHICONE, CI 19140 / YELLOW 5, CI 15985 / YELLOW 6, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, SODIUM BENZOATE, SODIUM HYDROXIDE, PPG-5-CETETH-20, TRIDECETH-6, SALICYLIC ACID, MEL / HONEY, LIMONENE, BENZYL ALCOHOL, BENZYL SALICYLATE, 2-OLEAMIDO-1,3-OCTADECANEDIOL, PROPOLIS EXTRACT, CARBOMER, CETRIMONIUM CHLORIDE, CITRIC ACID, COUMARIN, ROYAL JELLY, PARFUM / FRAGRANCE. (C164290/2).",
3600541574083,Champo Fuerza & Brillo,"AQUA/WATER, SODIUM LAURETH SULFATE, COCO-BETAINE, GLYCERIN, GLYCOL DISTEARATE, SODIUM CHLORIDE, NIACINAMIDE, COCAMIDE MIPA, SACCHARUM OFFICINARUM EXTRACT / SUGAR CANE EXTRACT, SODIUM BENZOATE, SODIUM HYDROXIDE, PPG-5-CETETH-20, POLYQUATERNIUM-10, SALICYLIC ACID, DIMETHICONE, CAMELLIA SINENSIS LEAF EXTRACT, BENZYL ALCOHOL, LINALOOL, PYRUS MALUS EXTRACT / APPLE FRUIT EXTRACT, CARBOMER, PYRIDOXINE HCI, CITRIC ACID, CITRUS GRANDIS OIL / GRAPEFRUIT PEEL OIL, CITRUS MEDICA LIMONUM PEEL EXTRACT / LEMON PEEL EXTRACT, HEXYL CINNAMAL, AMYL CINNAMAL, PARFUM / FRAGRANCE (FIL C167140/1).",http://en.openbeautyfacts.org/images/products/360/054/157/4083/front.5.400.jpg
3600541594975,Solution micellaire tout en 1,"AQUA / WATER. HEXYLENE GLYCOL, GLYCERIN, ALCOHOL  ,  DENAT., POLOXAMER 184, POLYAMINOPROPYL BIGUANIDE, DISODIUM  COCOAMPHODIACETATE, DiSODIUM EDTA. (8172462/1).",
3600541599017,Ultra Doux Shampooing à la camomille et miel de fleurs,"AQUA / WATER, SODIUM LAURETH SULFATE, DISODIUM COCOAMPHODIACETATE, GLYCERIN, DISODIUM LAURETH SULFOSUCCINATE, CI 19140 / YELLOW 5, CHAMOMILLA RECUTITA FLOWER EXTRACT / MATRICARIA FLOWER EXTRACT, COCAMIDOPROPYL BETAINE, COCAMIDE MIPA, SODIUM CHLORIDE, SODIUM BENZOATE, SODIUM HYDROXIDE, PEG-55 PROPYLENE GLYCOL OLEATE, POLYQUATERNIUM-10, SALICYLIC ACID, MEL / HONEY, LINALOOL, BENZYL ALCOHOL, PROPYLENE GLYCOL, CARAMEL, CITRIC ACID, BUTYLPHENYL METHYLPROPIONAL, HEXYLENE GLYCOL, HEXYL CINNAMAL, GLYCERYL LAURATE, PARFUM / FRAGRANCE. (F.I.L C167181/1)",http://en.openbeautyfacts.org/images/products/360/054/159/9017/front.5.400.jpg
3600541599024,Ultra Doux Shampooing à l'huile d'argan et cranberry,"AQUA / WATER, SODIUM LAURETH SULFATE, SODIUM CHLORIDE, GLYCOL DISTEARATE, COCAMIDOPROPYL BETAINE, DIMETHICONE, GLYCERIN, PROPYLENE GLYCOL, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, VACCINIUM MACROCARPON (CRANBERRY) SEED OIL, SODIUM BENZOATE, HYDROXYCITRONELLAL, SODIUM HYDROXIDE, PPG-5-CETETH-20, ARGANIA SPINOSA OIL / ARGANIA SPINOSA KERNEL OIL, LIMONENE, CARBOMER, BUTYLPHENYL METHYLPROPIONAL, CITRONELLOL, CITRIC ACID, HEXYL CINNAMAL, PARFUM / FRAGRANCE (F.I.L. C29221/1).",
3600541599031,Ultra Doux Après-shampooing Crème Riche Huile d'avocat et Beurre de Karité,"AQUA / WATER, CETEARYL ALCOHOL, ELAEIS GUINEENSIS OIL / PALM OIL, BEHETRIMONIUM CHLORIDE, CI 15895 / YELLOW 6, CI 19140 / YELLOW 5, STEARAMIDOPROPYL DIMETHYLAMINE, CHLORHEXIDINE DIHYDROCHLORIDE, ISOPROPYL ALCOHOL, PERSEA GRATISSIMA OIL / AVOCADO OIL, CITRIC ACID, BUTYROSPERMUM PARKII BUTTER / SHEA BUTTER, HEXYL CINNAMAL, GLYCERIN, PARFUM / FRAGRANCE. (F.I.L. C166461/2).",
3600541599055,Ultra Doux Shampooing à l'extrait de tilleul,"AQUA / WATER, SODIUM LAURETH SULFATE, CITRIC ACID, COCAMIDOPROPYL BETAINE, AMMONIUM HYDROXIDE, SODIUM CHLORIDE, CI 47005 / ACID YELLOW 3, SODIUM BENZOATE, SODIUM HYDROXIDE, POLYQUATERNIUM-10, SALICYLIC ACID, TILIA CORDATA FLOWER EXTRACT, BENZYL ALCOHOL, LINALOOL, PROPYLENE GLYCOL, GERANIOL, CITRONELLOL, HEXYLENE GLYCOL, HEXYL CINNAMAL, PARFUM / FRAGRANCE. (F.I.L C44738/2)",
3600541599062,Ultra Doux Shampooing Nourrissant Huile d'Avocat et Beurre de Karité,"AQUA / WATER, SODIUM LAURETH SULFATE, DISODIUM COCOAMPHODIACETATE, GLYCERIN, GLYCOL DISTEARATE, SODIUM CHLORIDE, CI 15985 / YELLOW 6, CI 19140 / YELLOW 5, COCAMIDE MEA, SODIUM BENZOATE, SODIUM HYDROXIDE, POLYQUATERNIUM-10, SALICYLIC ACID, BENZYL ALCOHOL, CARBOMER, PERSEA GRATISSIMA OIL / AVOCADO OIL, BUTYROSPERMUM PARKII BUTTER / SHEA BUTTER, CITRIC ACID, HEXYLENE GLYCOL, HEXYL CINNAMAL, PARFUM / FRAGRANCE. (F.I.L. C166991/1).",
3600541605817,Huile après-soleil & après-vacances,"CAPRYLIC/CAPRIC TRIGLYCERIDE, ISOPROPYL PALMITATE, ISOPROPYL MYRISTATE, DIMETHICONE, ALCOHOL DENAT., COCOS NUCIFERA OIL / COCONUT OIL, TOCOPHEROL, HYDROXYCITRONELLAL, BENZYL SALICYLATE, BENZYL ALCOHOL, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, LINUM USITATISSIMUM SEED OIL / LINSEED SEED OIL, BENZYL BENZOATE, LINALOOL, CAPSICUM ANNUUM EXTRACT / CAPSICUM ANNUUM FRUIT EXTRACT, GARDENIA TAHITENSIS FLOWER EXTRACT, GOSSYPIUM HERBACEUM OIL / COTTON SEED OIL, PARFUM / FRAGRANCE. (F.I.L. C167418/1).",
3600541660465,Garnier Fructis Force Ultime,"AQUA / WATER, SODIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE,SODIUM LAURYL SULFATE, GLYCOL DISTEARATE,SODIUM CHLORIDE, AMODIMETHICONE, PPG-5-CETETH-20, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, NIACINAMIDE, SACCHARUM OFFICINARIUM EXTRACT / SUGAR CANE EXTRACT, SODIUM BENZOATE, SODIUM HYDROXIDE, TRIDECETH-6, SALICYLIC ACID, LIMONENE, CAMELLIA SINENSIS LEAF EXTRACT, LINALOOL, 2-OLEAMIDO-1,3-OCTADECANEDIOL, PYRUS MALUS EXTRACT/ APPLE FRUIT EXTRACT, CARBOMER, PYRIDOXINE HCI, CITRIC ACID, CETRIMONIUM CHLORIDE, CITRONELLOL, CITRUS MEDICA LIMONUM PEEL EXTRACT/LEMON PEEL EXTRACT, PARFUM/FRAGRANCE (FIL C170899/1)",http://en.openbeautyfacts.org/images/products/360/054/166/0465/front.6.400.jpg
3600541672710,Ultra Doux Shampooing nutrition extrême Olive Mythique,"1161724 A - INGREDIENTS : AQUA/WATER, SODIUM LAURETH SULFATE, COCO-BETAINE, COCAMIDE MIPA, SODIUM CHLORIDE, SODIUM BENZOATE, SODIUM HYDROXIDE, OLEA EUROPAEA OIL/OLIVE FRUIT OIL, PPG-5-CETETH-20, PEG-55 PROPYLENE GLYCOL OLEATE, PEG-60 HYDROGENATED CASTOR OIL, POLYQUATERNIUM-10, SALICYLIC ACID, LIMONENE, BENZYL SALICYLATE, BENZYL ALCOHOL, AMODIMETHICONE, PROPYLENE GLYCOL, CARTHAMUS TINCTORIUS SEED OIL/SAFFLOWER SEED OIL, CITRIC ACID, LAURETH-5 CARBOXYLIC ACID, HEXYL CINNAMAL, PARFUM/FRAGRANCE. (F.I.L. C169917/1).",
3600541696495,Ultra Doux Après-shampooing Nutrition Extrême Olive Mythique,"AQUA / WATER, CETYL ALCOHOL, GLYCERIN, AMODIMETHICONE, CI 19140 / YELLOW 5, Hydroxyethylcellulose, STEARYL ALCOHOL, OLEA EUROPAEA OIL / OLIVE FRUIT OIL, BEHETRIMONIUM CHLORIDE, TRIDECETH-6, CHLORHEXIDINE DIGLUCONATE, LIMONENE, BENZYL SALICYLATE, BENZYL ALCOHOL, ISOPROPYL ALCOHOL, DIPALMITOYLETHYL HYDROXYETHYLMONIUM METHOSULFATE, ALPHA-ISOMETHYL IONONE, MYRISTYL ALCOHOL, CARTHAMUS TINCTORIUS SEED OIL / SAFFLOWER SEED OIL, CARAMEL, CETYL ESTERS, CETEARYL ALCOHOL, CETRIMONIUM CHLORIDE, BHT, CITRIC ACID, HEXYL CINNAMAL, PARFUM / FRAGRANCE. (F.I.L. C170513/1).",
3600541729452,Solution Micellaire Tout en 1 Peaux Sensibles,"AQUA / WATER, HEXYLENE GLYCOL, DISODIUM COCOAMPHODIACETATE, DISODIUM EDTA, POLOXAMER 184, POLYAMINOPROPYL BIGUANIDE. (B162919/4)",
3600541734708,Ultra doux Corps - Beurre réparateur Trésors de Miel,"AQUA / WATER, BUTYROSPERMUM PARKII BUTTER / SHEA BUTTER, PARAFFINUM LIQUIDUM / MINERAL OIL, GLYCERIN, DIMETHICONE, PEG-40 STEARATE, GLYCERYL STEARATE, CETEARYL ALCOHOL, AMMONIUM POLYACRYLDIMETHYLTAURAMIDE / AMMONIUM POLYACRYLOYLDIMETHYL TAURATE, BENZYL ALCOHOL, BENZYL SALICYLATE, CAPRYLYL GLYCOL, CI 15510 / ORANGE 4, CI 47005 / ACID YELLOW 3, COUMARIN, LIMONENE, MEL / HONEY, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, PHENOXYETHANOL, PROPOLIS EXTRACT, PROPYLENE GLYCOL, ROYAL JELLY EXTRACT, SORBITAN TRISTEARATE, PARFUM / FRAGRANCE, (FIL B173175/1).",http://en.openbeautyfacts.org/images/products/360/054/173/4708/front.5.400.jpg
3600541734722,Lait nourrissant Corps Olive mythique,"967020-7 : aqua/water, petrolatum, glycerin, parrafinum liquidum / mineral oil, cetearyl alcohol, dimethicone, butyrospermum parkii butter / shea butter, benzyl alcohol, benzyl salicylate, caprylyl glycol, carbomer, CI 15510 / orange 4, CI 47005 / acid yellow 3, coumarin, glyceryl stearate, hexyl cinnamal, limonene, linalool, olea europaea oil / olive fruit oil, palmitic acid, peg-100 stearate, pentaerythrityl, tetra-di-t-butyl hydroxyhydrocinnamate, phenoxyethanol, sodium hydroxide, stearic acid, parfum / fragrance. F.I.L. B173640/1",http://en.openbeautyfacts.org/images/products/360/054/173/4722/front.5.400.jpg
3600541735958,Corps Lait hydratant Huiles merveilleuses Argan & Camélia,"Aqua/water, glycerin, paraffinum liquidum/mineral oil, petrolatum, butyrospermum parkii butter/shea butter, cetyl alcohol, dimethicone, argania spinosa oil/argania spinosa kernel oil, benzyl alcohol, camellia oleifera seed oil, caprylyl glycol, carbomer, CI 15510/orange 4, CI 47005/acid yellow 3, citronellol, coumarin, géraniol, glyceryl stéarate, limonène, linalool, palmitic acid, peg-100 stéarate, phenoxyethanol, sodium hydroxide, stearic acid, parfum/fragrance. (FIL B173588/1).",http://en.openbeautyfacts.org/images/products/360/054/173/5958/front.5.400.jpg
3600541735965,Ultra Doux Corps Lait Corps sous la douche Huiles merveilleuses Argan et camélia,"AQUA / WATER, PETROLATUM, PARAFFINUM LIQUIDUM / MINERAL OIL, GLYCERIN, BUTYROSPERMUM PARKII BUTTER / SHEA BUTTER, HYDROXYPROPYL STARCH PHOSPHATE, CETEARYL ALCOHOL, PARFUM / FRAGRANCE, PEG-100 STEARATE, GLYCERYL STEARATE, CI 47005 / ACID YELLOW 3, CI 15510 / ORANGE 4, PHENOXYETHANOL, ARGANIA SPINOSA OIL / ARGANIA SPINOSA KERNEL OIL, TRISODIUM ETHYLENEDIAMINE DISUCCINATE, LIMONENE, CAMELLIA OLEIFERA SEED OIL, LINALOOL, BENZYL ALCOHOL, CAPRYLYL GLYCOL, GERANIOL, CITRONELLOL, CITRIC ACID. (F.I.L. C174176/1).",http://en.openbeautyfacts.org/images/products/360/054/173/5965/front.4.400.jpg
3600541738508,Miracle Wake Up Crème Anti-Âge défatigant,"69594631 - INGREDIENTS : AQUA / WATER, DIMETHICONE, GLYCERIN, OCTYLDODECANOL, METHYL METHACRYLATE CROSSPOLYMER, ALCOHOL DENAT., DIMETHICONE CROSSPOLYMER, VINYL DIMETHICONE/METHICONE SILSESQUIOXANE CROSSPOLYMER, AMMONIUM POLYACRYLDIMETHYLTAURAMIDE / AMMONIUM POLYACRYLOYLDIMETHYL TAURATE, BORON NITRIDE, ADENOSINE, BENZYL ALCOHOL, CAPRYLOYL SALICYLIC ACID, CAPRYLYL GLYCOL, CARBOMER, CETYL ALCOHOL, CI 14700 / RED 4, CI 19140 / YELLOW 5, CI 77891 / TITANIUM DIOXIDE, COUMARIN, DISODIUM EDTA, GLYCERYL STEARATE, HYDROGENATED POLYISOBUTENE, HYDROLYZED RICE PROTEIN, LINALOOL, MALUS DOMESTICA FRUIT CELL CULTURE EXTRACT, MICA, PALMITIC ACID, PEG-100 STEARATE, PENTYLENE GLYCOL, PERLITE, PHENOXYETHANOL, POLYSORBATE 60, RETINYL PALMITATE, SILICA SILYLATE, SODIUM HYALURONATE, SODIUM HYDROXIDE, STEARIC ACID, PARFUM / FRAGRANCE, (F.I.L B169912/1).",
3600541805880,Ultra Doux Le shampooing merveilleux Huiles d'Argan et Camélia (maxi format),"AQUA / WATER, SODIUM LAURETH SULFATE, COCO-BETAINE, COCAMIDE MIPA, SODIUM CHLORIDE, SODIUM BENZOATE, SODIUM COCOATE, SODIUM HYDROXIDE, PPG-5-CETETH-20, PEG-55 PROPYLENE GLYCOL OLEATE, PEG-60 HYDROGENATED CASTOR OIL, ARGANIA SPINOSA OIL / ARGANIA SPINOSA KERNEL OIL, POLYQUATERNIUM-10, SALICYLIC ACID, LIMONENE, CAMELLIA OLEIFERA SEED OIL, LINALOOL, BENZYL ALCOHOL, AMODIMETHICONE, PROPYLENE GLYCOL, GERANIOL, CITRONELLOL, METHYL COCOATE, CITRIC ACID, LAURETH-5 CARBOXYLIC ACID, HEXYL CINNAMAL, PARFUM / FRAGRANCE. (F.I.L. C55019/2).",
3600541827868,Ambre Solaire UV Ski 30 Combi 2in1 Crème protectrice + Stick lèvres protecteur,"884335 - INGREDIENTS : AQUA / WATER, C12-15 ALKYL BENZOATE, PROPYLENE GLYCOL, GLYCERIN, ISOHEXADECANE, TITANIUM DIOXIDE [NANO] / TITANIUM DIOXIDE, BUTYL METHOXYDIBENZOYLMETHANE, NYLON-12, OCTOCRYLENE, ZEA MAYS STARCH / CORN STARCH, ALCOHOL DENAT., POTASSIUM CETYL PHOSPHATE, SYNTHETIC WAX, ETHYLHEXYL TRIAZONE, TOCOPHEROL, STEARIC ACID, PHENOXYETHANOL, PEG-100 STEARATE, EUGENOL, TRIETHANOLAMINE, PALMITIC ACID, DIMETHICONE, LIMONENE, XANTHAN GUM, LINALOOL, BENZYL ALCOHOL, BENZYL ALCOHOL, BENZYL BENZOATE, DROMETRIZOLE TRISILOXANE, CAPRYLYL GLYCOL, ALPHA-ISOMETHYL IONONE, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, GERANIOL, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, DISODIUM EDTA, CITRONELLOL, BUTYLPHENYL METHYLPROPIONAL, CITRAL, ALUMINUM HYDROXIDE, COUMARIN, HEXYL CINNAMAL, GLYCERYL STÉARATE, PARFUM / FRAGRANCE. (F.I.L. B55043/2). 737974 1 - INGREDIENTS (Stick) : RICINUS COMMUNIS OIL / CASTOR SEED OIL, ISOPROPYL PALMITATE, OCTYLDODECANOL, OZOKERITE, POLYETHYLENE, OCTOCRYLENE, DROMETRIZOLE TRISILOXANE, THEOBROMA CACAO BUTTER / COCOA SEED BUTTER, BUTYL METHOXYDIBENZOYLMETHANE, BUTYROSPERMUM PARKII BUTTER/SHEA BUTTER, ETHYLHEXYL TRIAZONE, TOCOPHÉROL, EUGENOL, LIMONENE, LINALOOL, BENZYL ALCOHOL, ALPHA-ISOMETHYL IONONE, CITRONELLOL, CITRAL, PARFUM / FRAGRANCE. (F.I.L. B47531/1).",http://en.openbeautyfacts.org/images/products/360/054/182/7868/front.3.400.jpg
3600541871656,Belle Color Perle d'Argent Gris Perle,AQUA / WATER • SODIUM LAURETH SULFATE • COCAMIDE MIPA • GLYCOL DISTEARATE • CARBOMER • CI 60730 / EXT. VIOLET 2 • SODIUM BENZOATE • SODIUM LIGNOSULFONATE • AMINOMETHYL PROPANOL • CAPRYLYL GLYCOL • PARAFFINUM LIQUIDUM / MINERAL OIL • DISPERSE VIOLET 1 • PARFUM / FRAGRANCE.  (F.I.L C179228/1),
3600541883550,Fructis Nutri Repair 3 Huiles,"AQUA / WATER, SODIUM LAURETH SULFATE, DIMETHICONE, SODIUM CHLORIDE, COCO-BETAINE, GLYCOL DISTEARATE, CI 19140 / YELLOW 5, CI 15985 / YELLOW 6, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, NIACINAMIDE, COCAMIDE MIPA, SACCHARUM OFFICINARUM EXTRACT / SUGAR CANE EXTRACT, SODIUM BENZOATE, SODIUM HYDROXIDE, OLEA EUROPAEA OIL / OLIVE FRUIT OIL, SALICYLIC ACID, CAMELLIA SINENSIS LEAF EXTRACT, LINALOOL, BENZYL SALICYLATE, BENZYL ALCOHOL, PYRUS MALUS EXTRACT / APPLE FRUIT EXTRACT, CARBOMER, PYRIDOXINE HCI, PERSEA GRATISSIMA OIL / AVOCADO OIL, CITRIC ACID, BUTYLPHENYL METHYLPROPIONAL, BUTYROSPERMUM PARKII BUTTER / SHEA BUTTER, CITRUS MEDICA LIMONUM PEEL EXTRACT / LEMON PEEL EXTRACT, HEXYLENE GLYCOL, HEXYL CINNAMAL, PARFUM / FRAGRANCE (FIL C169878/1).",
3600541883567,Fructis Shampooing fortifiant 2 en 1,"AQUA / WATER, SODIUM LAURETH SULFATE, GLYCOL DISTEARATE, COCO-BETAINE, GLYCERIN, SODIUM CHLORIDE, DIMETHICONE, NIACINAMIDE, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, COCAMIDE MIPA, SACCHARUM OFFICINARUM EXTRACT / SUGAR CANE EXTRACT, SODIUM BENZOATE, SODIUM HYDROXIDE, PHENOXYETHANOL, PPG-5-CETETH-20, SALICYLIC ACID, FUMARIC ACID, CAMELLIA SINENSIS LEAF EXTRACT, BENZYL ALCOHOL, LINALOOL, PYRUS MALUS EXTRACT / APPLE FRUIT EXTRACT, CARBOMER, PYRIDOXINE HCl, CITRIC ACID, CITRUS GRANDIS OIL / GRAPEFRUIT PEEL OIL, CITRUS MEDICA LIMONUM PEEL EXTRACT / LEMON PEEL EXTRACT, HEXYL CINNAMAL, AMYL CINNAMAL, PARFUM / FRAGRANCE. (FIL C167145/2).",
3600541883581,Fructis Shampooing fortifiant anti pelliculaire,"AQUA / WATER, SODIUM LAURETH SULFATE, COCO-BETAINE, DIMETHICONE, GLYCERIN, GLYCOL DISTEARATE, SODIUM CHLORIDE, CI 19140 / YELLOW 5, CI 42090 / BLUE 1, NIACINAMIDE, COCAMIDE MIPA, SACCHARUM OFFICINARUM EXTRACT / SUGAR CANE EXTRACT, SODIUM BENZOATE, SODIUM POLYNAPHTHALENESULFONATE, SODIUM HYDROXIDE, PHENOXYETHANOL, SALICYLIC ACID, CELLULOSE GUM, CAMELLIA SINENSIS LEAF EXTRACT, ZINC PYRITHIONE, BENZYL ALCOHOL, LINALOOL, CARBOMER, PYRUS MALUS EXTRACT / APPLE FRUIT EXTRACT, PYRIDOXINE HCI, CITRIC ACID, BUTYLPHENYL METHYLPROPIONAL, METHYLISOTHIAZOLINONE, CITRUS MEDICA LIMONUM PEEL EXTRACT / LEMON PEEL EXTRACT, PARFUM / FRAGRANCE (FIL C167206/2).",
3600541883604,Fructis Shampooing fortifiant Color Resist,"AQUA / WATER, SODIUM LAURETH SULFATE, DIMETHICONE, DISODIUM COCOAMPHODIACETATE, GLYCOL DISTEARATE, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, NIACINAMIDE, SACCHARUM OFFICINARUM EXTRACT / SUGAR CANE EXTRACT, SODIUM CHLORIDE, SODIUM BENZOATE, SODIUM HYDROXIDE, SALICYLIC ACID, POLY(LINSEED OIL), CAMELLIA SINENSIS LEAF EXTRACT, BENZOPHENONE-4, LINALOOL, BENZYL ALCOHOL, BENZYL SALICYLATE, PYRUS MALUS EXTRACT / APPLE FRUIT EXTRACT, CARBOMER, PYRIDOXINE HCI, BUTYLPHENYL METHYLPROPIONAL, CITRIC ACID, CITRONELLOL, EUTERPE OLERACEA FRUIT EXTRACT, CITRUS MEDICA LIMONUM PEEL EXTRACT / LEMON PEEL EXTRACT, HEXYLENE GLYCOL, AMYL CINNAMAL, PARFUM / FRAGRANCE (FIL C163691/1).",
3600541883611,Fructis Après-shampooing Fortifiant Color Resist,"AQUA / WATER, CETEARYL ALCOHOL, BEHETRIMONIUM CHLORIDE, CETYL ESTERS, NIACINAMIDE, SACCHARUM OFFICINARUM EXTRACT / SUGAR CANE EXTRACT, SODIUM HYDROXIDE, TRIDECETH-6, CHLORHEXIDINE DIGLUCONATE, POLY (LINSEED OIL), CAMELLIA SINENSIS LEAF EXTRACT, BENZOPHENONE-4, LINALOOL, BENZYL ALCOHOL, BENZYL SALICYLATE, AMODIMETHICONE, ISOPROPYL ALCOHOL, PYRUS MALUS EXTRACT / APPLE FRUIT EXTRACT, PYRIDOXINE HCI, BUTYLPHENYL METHYLPROPIONAL, CITRIC ACID, CITRONELLOL, EUTERPE OLERACEA FRUIT EXTRACT, CITRUS MEDICA LIMONUM PEEL EXTRACT / LEMON PEEL EXTRACT, AMYL CINNAMAL, PARFUM / FRAGRANCE; (F.I.L. C163713/2).",
3600541883642,Fructis Shampooing fortifiant Hydra Liss 72H,"AQUA / WATER, SODIUM LAURETH SULFATE, COCO-BETAINE, CI 19140 / YELLOW 5, CI 14700 / RED 4, NIACINAMIDE, COCAMIDE MIPA, SACCHARUM OFFICINARUM EXTRACT / SUGAR CANE EXTRACT, SODIUM CHLORIDE, SODIUM BENZOATE, HYDROLYZED CORN PROTEIN, HYDROLYZED SOY PROTEIN, HYDROLYZED WHEAT PROTEIN, SODIUM HYDROXIDE, PEG-55 PROPYLENE GLYCOL OLEATE, PEG-60 HYDROGENATED KERNEL OIL, POLYQUATERNIUM-7, SALICYLIC ACID, XYLOSE, LIMONENE, CAMELLIA SINENSIS LEAF EXTRACT, LINALOOL, BENZYL SALICYLATE, BENZYL ALCOHOL, AMODIMETHICONE, PROPYLENE GLYCOL, PYRUS MALUS EXTRACT / APPLE FRUIT EXTRACT, PYRIDOXINE HCI, CITRIC ACID, BUTYLPHENYL METHYLPROPIONAL, CITRUS MEDICA LIMONUM PEEL EXTRACT / LEMON PEEL EXTRACT, LAURETH-5 CARBOXYLIC ACID, HEXYLENE GLYCOL, HEXYL CINNAMAL, PARFUM / FRAGRANCE (FIL C169886/1).",
3600541884274,Innovation Fructis Après-Shampooing fortifiant,"AQUA / WATER, CETEARYL ALCOHOL, BEHENTRIMONIUM CHLORIDE, PARFUM / FRAGRANCE, AMINOPROPYL TRIETHOXYSILANE, STARCH ACETATE, NIACINAMIDE, LACTIC ACID, SACCHARUM OFFICINARUM EXTRACT / SUGAR CANE EXTRACT, HYDROXYETHYLCELLULOSE, CHLORHEXIDINE DIGLUCONATE, CAMELLIA SINENSIS LEAF EXTRACT, BENZYL ALCOHOL, LINALOOL, PUNICA GRANATUM EXTRACT, ISOPROPYL ALCOHOL, 2-OLEAMIDO-1,3-OCTADECANEDIOL, PYRUS MALUS EXTRACT / APPLE FRUIT EXTRACT, PYRIDOXINE HCI, CETYL ESTERS, CITRIC ACID, CITRUS MEDICA LIMONUM PEEL EXTRACT / LEMON PEEL EXTRACT, HEXYL CINNAMAL, AMYL CINNAMAL. (FIL C163595/2).",
3600541887541,Ultra Doux Shampooing doux apaisant délicatesse d'avoine,"AQUA / WATER, SODIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE, SODIUM LAURYL SULFATE, GLYCERIN, GLYCOL DISTEARATE, SODIUM CHLORIDE, AMODIMETHICONE, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, SODIUM BENZOATE, SODIUM HYDROXIDE, AVENA SATIVA KERNEL EXTRACT / OAT KERNEL EXTRACT, PPG-5-CETETH-20, TRIDECETH-6, SALICYLIC ACID, LIMONENE, FUMARIC ACID, BENZYL SALICYLATE, BENZYL ALCOHOL, LINALOOL, XANTHAN GUM, ALPHA-ISOMETHYL IONONE, CARBOMER, CETRIMONIUM CHLORIDE, CITRIC ACID, POTASSIUM SORBATE, COUMARIN, HEXYL CINNAMAL, ORYZA SATIVA STARCH / RICE STARCH, PARFUM / FRAGRANCE. (C179214/1).",http://en.openbeautyfacts.org/images/products/360/054/188/7541/front.3.400.jpg
3600541887930,Ultra Doux Après-shampooing doux délicatesse d'avoine,"AQUA / WATER, CETYL ALCOHOL, PEG-180, ELAEIS GUINEENSIS OIL / PALM OIL, HYDROXYETHYLCELLULOSE, DODECENE, SODIUM HYDROXIDE, SODIUM BENZOATE, STEARYL ALCOHOL, AVENA SATIVA KERNEL EXTRACT / OAT KERNEL EXTRACT, POLOXAMER 407, LIMONENE, BENZOIC ACID, BENZYL SALICYLATE, BENZYL ALCOHOL, LINALOOL, XANTHAN GUM, ISOPROPYL MYRISTATE, ISOSTEARYL ALCOHOL, MYRISTYL ALCOHOL, CETRIMONIUM CHLORIDE, CETYL ESTERS, BHT, CITRIC ACID, POTASSIUM SORBATE, LAURYL PEG/PPG-18/18 METHICONE, COUMARIN, HEXYL CINNAMAL, ORYZA SATIVA STARCH / RICE STARCH, PARFUM / FRAGRANCE. (C178981/1).",http://en.openbeautyfacts.org/images/products/360/054/188/7930/front.3.400.jpg
