barcode,product_name,ingredients,image_url
3253581145623,Crème réjouissante miel & citron,"aqua/water, glycerin*, vitis vinifera (grape) seed oil*, caprylic/capric triglyceride*, sorbitan stearate*, cetyl alcohol*, cyclomethicone, dimethicone, myreth-3-myristate*, hydroxypropyl starch phosphate*, helianthus annuus (sunflower) seed oil*, rosmarinus officinalis (rosemary) leaf extract*, citrus medica limonum (lemon) peel oil*, cera alba/beeswax*, ethylhexylglycerin, tocopherol*, xanthan gum*, mel/honey extract*, mel/honey*, parfum/fragrance, cellulose gum*, stearyl alcohol*, sucrose cocoate*, tetrasodium glutamate diacetate, CI 77891/titanium dioxide*, CI 77492/iron oxides*, caramel*, magnesium aluminium silicate*, propylene glycol, chlorphenesin, phenoxyethanol, methyl/ethyl/paraben, limonene*, citral*. *ingrédients d'origine naturelle",
3253581171820,Crème mains Karité 20%,Phénoxyéthanol,
3253581258743,Jasmin & bergamote - douche parfumée,"AQUA (WATER)**, SODIUM LAURETH SULFATE, GLYCERIN**, COCAMIDOPROPYL BETAINE, COCO-GLUCOSIDE, PEG-7 GLYCERYL COCOATE, PEG-40 HYDROGENATED CASTOR OIL, PARFUM (FRAGRANCE), JASMINUM OFFICINALE (JASMINE) OIL**, CITRUS AURANTIUM BERGAMIA (BERGAMOT) FRUIT OIL**, PEG-120 METHYL GLUCOSE DIOLEATE, ETHYLHEXYL METHOXYCINNAMATE, BUTYL METHOXYDIBENZOLYLMETHANE, ETHYLHEXYL SALICYLATE, METHYLISOTHIAZOLINONE, DISODIUM EDTA, LAURETH-2, TOCOPHEROL, LINALOOL, LIMONENE**, HEXYL CINNAMAL, CTRONELLOL, CI 19140/YELLOW 5 LAKE, CI 14700/RED 4.   **: ingredients d'origine naturelle",http://en.openbeautyfacts.org/images/products/325/358/125/8743/front.5.400.jpg
3253581337080,Eau de toilette Pivoine Flora,"ALCOHOL, AQUA/WATER, PARFUM/FRAGRANCE, BENZYL SALICYLATE, PAEONIA LACTIFLORA EXTRACT, SODIUM BENZOATE, POTASSIUM SORBATE, LIMONENE, ALPHA-ISOMETHYL IONONE, LINALOOL, CITRONELLOL, CITRAL, BENZYL BENZOATE, FARNESOL, GERANIOL.",http://en.openbeautyfacts.org/images/products/325/358/133/7080/front.6.400.jpg
3254560527225,Eau de cologne naturelle* aux essences naturelles,"Alcohol denat., aqua, parfum, PEG-40 hydrogenated castor oil, limonene, linalool, citral, eugenol, citronellol, hydroxycitronellal, geraniol, CI 19140, CI 61570.",http://en.openbeautyfacts.org/images/products/325/456/052/7225/front.5.400.jpg
3254560796027,Lait corps ultra nourrissant au Beurre de karité et à l'huile de mangue,"Aqua, C12-15 alkyl benzoate, glycerin, butyrospermum parkii butter, cetyl alcohol, glyceryl stearate, caprylic/capric triglyceride, dimethicone, phenoxyethanol, PEG-75 stearate, steareth-20, ceteth-20, parfum, sodium benzoate, mangifera indica seed oil, tocopheryl acetate, carbomer, triethanolamine, citric acid.",http://en.openbeautyfacts.org/images/products/325/456/079/6027/front.5.400.jpg
3254560830257,Dove Men +Care - Extra fresh,"AQUA, ALUMINIUM CHLOROHYDRATE, GLYCERIN, HELIANTHUS ANNUUS SEED OIL, STEARETH-2, PARFUM, STEARETH-20, TOCOPHERYL ACETATE, CITRIC ACID, POTASSIUM LACTATE, BUTYLPHENYL METHYLPROPIONAL, CITRONELLOL, HEXYL CINNAMAL, LIMONEN, LINALOOL",
3256220660761,Bain de bouche haleine fraîche,"AQUA, ALCOHOL, GLYCERIN, SORBITOL, SODIUM BENZOATE, POLYSORBATE 20, AROMA, CETYL PYRIDINIUM CHLORIDE, SODIUM SCCHARIN, SODIUM FLUORIDECITRICACID, LIMONENE, CI 19140,CI42090 ???",
3256220691079,Mousse à raser,"aqua, palmitic acid, triethanolamine, isobutane, glycerin, laureth-23, propane, stearic acid, parfum, butane, polyquaternium-7, ceteareth-20, sodium benzoate",
3256221135749,Coton double face à démaquiller,100% coton,http://en.openbeautyfacts.org/images/products/325/622/113/5749/front.5.400.jpg
3256221674286,Gel lavant corps et cheveux,"AQUA, SODIUM LAURETH SULFATE, PEG-200 HYDROGENATED GLYCERYL PALMATE, SODIUM COCOAMPHOACETATE, PEG-7 GLYCERYL COCOATE, POLYSORBATE 20, BISABOLOL, CITRIC ACID, DISODIUM LAURETH SULFOSUCCINATE, MYRISTAMIDOPROPYL PG-DIMONIUM CHLORIDE PHOSPHATE, PANTHENOL, PARFUM, POLYQUATERNIUM-10, SODIUM BENZOATE, SWEET ALMOND OIL PEG-8 ESTERS.",http://en.openbeautyfacts.org/images/products/325/622/167/4286/front.5.400.jpg
3256222740577,Dentifrice Fraîcheur,"Sorbitol, aqua, hydrated silica, peg-8, sodium lauryl sulfate, aroma, sodium monofluorophosphate, sodium saccharin, xanthan gum, sodium benzoate, cetylpyridinium chloride, CI 77891, CI 77007, CI 42090.",http://en.openbeautyfacts.org/images/products/325/622/274/0577/front.5.400.jpg
3256222740607,Dentifrice Soin Complet,"Hydrogenated starch hydrolysate, aqua, hydrated silica, sodium lauryl sulfate, aroma, panthenol, xanthan gum, sodium fluoride, zinc chloride, sodium hydroxide, sodium saccharin, acrylates/C10-30 alkyl acrylate crosspolymer, bisabolol, mica, domiphen bromide, cetylpyridinium chloride, silica, tin oxide, limonene, eugenol, linalool, CI 77891, CI 77491.",http://en.openbeautyfacts.org/images/products/325/622/274/0607/front.5.400.jpg
3256222741178,Dentifrice Blancheur,"aqua, sorbitol, hydrated silica, tetrapotassium pyrophosphate, sodium lauryl sulfate, aroma, xanthan gum, sodium fluoride, sodium saccharin, sodium benzoate, cetylpyridinium chloride, CI 77891, CI 74160.",http://en.openbeautyfacts.org/images/products/325/622/274/1178/front.7.400.jpg
3256222741192,Dentifrice Plantes,"hydrogenated starch hydrolysate, aqua, hydrated silica, sodium lauryl sulfate, PEG-8, aroma, cellulose gum, sodium fluoride, alcohol, zinc chloride, sodium saccharin, sodium hydroxide, bisabolol, commiphora myrrha resin extract, CI 77891, CI 74260.",http://en.openbeautyfacts.org/images/products/325/622/274/1192/front.7.400.jpg
3256222741222,Dentifrice junior Goût menthe douce,"Sorbitol, Aqua, Hydrated Silica, PEG-8, Sodium Lauryl Sulfate, Aroma, Xanthan Gum, Panthenol, Sodium Fluoride, Sodium Saccharin, Sodium Benzoate, Calcium Glycerophosphate, Mica, CI 77891, CI 74160.",http://en.openbeautyfacts.org/images/products/325/622/274/1222/front.5.400.jpg
3256222741420,Liquide Fraîcheur 2 en 1,"Sorbitol, aqua, hydrated silica, sodium lauryl sulfate, aroma, sodium monofluorophosphate, xanthan gum, sodium saccharin, sodium benzoate, cetylpyridinium chloride, CI 77007, CI 42051, limonene.",http://en.openbeautyfacts.org/images/products/325/622/274/1420/front.5.400.jpg
3256223379585,Homme gel douche sport,"AQUA, SODIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE, GLYCERIN, PARFUM, SODIUM CHLORIDE, SODIUM BENZOATE, CITRIC ACID, SALICYLIC ACID, POLYQUATERNIUM-7, SODIUM HYDROXIDE, CITRONELLOL, HEXYL CINNAMAL, LIMONENE, CI 19140, CI 42090, CI 17200.",http://en.openbeautyfacts.org/images/products/325/622/337/9585/front.5.400.jpg
3256223379592,Homme gel douche détente parfum menthe et cèdre vanillé,"AQUA, SODIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE, GLYCERIN, PARFUM, SODIUM CHLORIDE, SODIUM BENZOATE, CITRIC ACID, MAGNESIUM SULFATE, POLYQUATERNIUM-7, SODIUM HYDROXIDE, COUMARIN, ALPHA-ISOMETHYL IONONE, CI 42090, CI 19140, CI 17200.",http://en.openbeautyfacts.org/images/products/325/622/337/9592/front.5.400.jpg
3256223379622,Homme shampooing douche corps et cheveux tonus parfum gingembre et patchouli,"AQUA, SODIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE, GLYCERIN, PARFUM, SODIUM CHLORIDE, SODIUM BENZOATE, CITRIC ACID, PEG-7 GLYCERYL COCOATE POLYQUATERNIUM-10, MENTHOL, SODIUM HYDROXIDE, CITRONELLOL, LIMONENE, LINALOOL, CI 15985, CI 14700, CI 42090.",http://en.openbeautyfacts.org/images/products/325/622/337/9622/front.5.400.jpg
3256223379653,Lait de douche hydratant aux extraits naturels de chèvrefeuille et de bambou,"AQUA, SODIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE, GLYCERIN, PARFUM, SODIUM BENZOATE, SODIUM CHLORIDE, CITRIC ACID, ACRYLATES CROSSPOLYMER 4, STYRENE/ACRYLATES COPOLYMER, PROPYLENE GLYCOL, BUTYLENE GLYCOL, POLYQUATERNIUM-7, SODIUM HYDROXIDE, LONICERA JAPONICA FLOWER EXTRACT, LACTIC ACID, BAMBUSA VULGARIS SHOOT EXTRACT, CI 19140, POTASSIUM SORBATE, CI 42090, AMYL CINNAMAL, GERANIOL, HEXYL CINNAMAL.  ",http://en.openbeautyfacts.org/images/products/325/622/337/9653/front.5.400.jpg
3256223379721,Gel douche parfum Zeste de citron Carambole,"Aqua, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Glycerin, Acrylates Crospolymer-4, Parfum, Citric Acid, Sodium Benzoate, Sodium Chloride, Sodium Hydroxide, Geraniol, Limonene, CI 19140, CI 42090",
3256223379738,Gel douche gommant parfum pomme vanillée caramel,"AQUA, SODIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE, GLYCERIN, ACRYLA, TES CROSSPOLYMER-4, PARFUM, POLYETHYLENE, CITRIC ACID, SODIUM BENZOATE, CITRUS AURANTIUM DULCIS PEEL POWDER, SODIUM CHLORIDE, SODIUM HYDROXIDE, LIMONENE, CI 15985, CI 17200, CI 42051",http://en.openbeautyfacts.org/images/products/325/622/337/9738/front.5.400.jpg
3256223379745,Gel douche parfum Huile d'argan Néroli Mon instant plaisir,"Aqua, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Glycerin, Parfum, Acrylates Crosspolymer-4, Citric Acid, Sodium Benzoate, Sodium Chloride, Sodium Hydroxide, Polyethylene Terephthalate, Isobutylphenoxy Epoxy Resin, Coumarin, Hexyl Cinnamal, CI 77820, CI 19140, CI 42090, CI 17200",
3256223379752,Gel douche parfum Passion de mangue Mon instant plaisir,"Aqua, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Glycerin, Acrylates Crosspolymer-4, Parfum, Citric Acid, Sodium Benzoate, Sodium Hydroxide, Propylene Glycol, Pentylene Glycol, Polyquaternium-11, Agar, 1,2 Hexanediol,  Caprylyl, Glycol, Retinyl Palmitate,  PEG-40 Hydrogenated Castor Oil, Sodium Chloride, CI 14700, Mica, CI 19140, Titanium Dioxide, Tocopheryl Acetate, Iron Oxyde, CI 73360, D-Limonene",
3256223662236,Homme shampooing douche corps et cheveux addict parfum santal et musc blanc,"AQUA, SODIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE, GLYCERIN, PARFUM, SODIUM CHLORIDE, SODIUM BENZOATE, CITRIC ACID, PEG-7 GLYCERYL COCOATE POLYQUATERNIUM-10, SODIUM HYDROXIDE, HEXYL CINNAMAL, LIMONENE, LINALOOL, CI 17200, CI 15985, CI 42090.",http://en.openbeautyfacts.org/images/products/325/622/366/2236/front.5.400.jpg
3256223818497,Déodorant parfumé so sexy,"Butane, alcohol denat., isobutane, propane, triethyl citrate, parfum, isopropyl myristate, aqua, coumarin, limonene, linalool.",http://en.openbeautyfacts.org/images/products/325/622/381/8497/front.7.400.jpg
3256223818831,Zen Spirit - Déodorant parfumé,"BUTANE, ALCOHOL DENAT., ISOBUTANE, PROPANE, TRIETHYL CITRATE, PARFUM, ISOPROPYL MYRISTATE, AQUA, HEXYL CINNAMAL, LIMONENE, LINALOOL.",http://en.openbeautyfacts.org/images/products/325/622/381/8831/front.5.400.jpg
3256223819067,Déodorant parfumé Boost Sport,"Butane, alcohol denat, isobutane, propane, triethyl citrate, parfum, isopropyl myristate, aqua, citral, coumarin, alpha-isomethyl ionone",http://en.openbeautyfacts.org/images/products/325/622/381/9067/front.8.400.jpg
3256224043997,Shampooing doux,"AQUA, COCAMIDOPROPYL BETAINE, SODIUM COCOAMPHOACETATE, GLYCERETH-2 COCOATE, COCO-GLUCOSIDE, CITRIC ACID, PEG-150 DISTEARATE, SODIUM BENZOATE, PARFUM, SWEET ALMOND OIL PEG-8 ESTERS, POLYQUATERNIUM-10, BISABOLOL, SODIUM CHLORIDE, SODIUM ACETATE, ISOPROPYL ALCOHOL, CI 47005, SODIUM HYDROXIDE, CI 15985, CI 42090",http://en.openbeautyfacts.org/images/products/325/622/404/3997/front.5.400.jpg
3256224069478,Huile de soin douce raffinée,"VITIS VINIFERA SEED OIL, TOCOPHEROL.",http://en.openbeautyfacts.org/images/products/325/622/406/9478/front.5.400.jpg
3256224359203,Eau micellaire visage & yeux à l'extrait de myrtille,"Aqua, Caprylyl/Capryl Glucoside, Benzyl Alcohol, Polysorbate 20, Parfum, Vaccinium Myrtillus Fruit Water, Lactic Acid, Potassium Sorbate, Citric Acid, Sodium Benzoate",
3256224359241,Lait corps hydratant à l'extrait de pêche,"AQUA, COCOS NUCIFERA OIL, GLYCERIN, OCTYLDODECANOL, GLYCERYL STEARATE SE, CETYL ALCOHOL, CETETH-20, SODIUM BENZOATE, TOCOPHERYL ACETATE, PARFUM, CARBOMER, POTASSIUM SORBATE,STEARETH-20, LACTIC ACID, PRUNUS PERSICA FRUIT EXTRACT, CITRIC ACID",
3256224359265,Lait corps réparateur,"Aqua, Cocos Nucifera Oil, Glycerin, Isopropyl Myristate, Cetyl Alcohol, Stearyl Alcohol, Sorbitan Stearate, Caprylic/Capric Triglyceride, Potassium Cetyl Phosphate, Ethylhexyl Stearate, Cetearyl Ethylhexanoate, Carbomer, Sodium Benzoate, Potassium Sorbate, Parfum, Hexyl Cinnamal, Coumarin.",http://en.openbeautyfacts.org/images/products/325/622/435/9265/front.6.400.jpg
3256224359326,Crème mains hydratante et protectrice à l'extrait de noix de coco,"AQUA, COCOS NUCIFERA OIL, GLYCERIN, ISOPROPYL MYRISTATE, CETYL ALCOHOL, STEARYL ALCOHOL, SORBITAN STEARATE, CAPRYLIC/CAPRIC TRIGLYCERIDE, POTASSIUM CETYL PHOSPHATE, ETHYLHEXYL STEARATE, CETEARYL ETHYLHEXANOATE, CARBOMER, SODIUM BENZOATE, POTASSIUM SORBATE, PARFUM, COUMARIN, HEXYL CINNAMAL.  ",
3256224359418,Soin visage nourrissant à l'extrait de mangue,"AQUA, GLYCERYL STEARATE SE, GLYCERIN, CAPRYLIC/CAPRIC TRIGLYCERIDE, MANGIFERA INDICA SEED BUTTER, BUTYROSPERMUM PARKII, SORBITOL, STEARIC ACID, UREA, PALMITIC ACID, SODIUM BENZOATE, LACTIC ACID, POTASSIUM SORBATE, CARBOMER, TOCOPHERYL ACETATE, PARFUM, LIMONENE, LINALOOL.  ",
3256224359500,Shampooing doux à l'extrait d'Hibiscus et Lait de Coco,"AQUA, SODIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE, SODIUM CHLORIDE, PARFUM, SODIUM BENZOATE, GLYCERIN, CITRIC ACID, PROPYLENE GLYCOL, PANTHENOL, COCONUT ACID, STYRENE/ACRYLATES COPOLYMER, PPG-26-BUTETH-26, PEG-40 HYDROGENATED CASTOR OIL, POLYQUATERNIUM-10, HIBISCUS SABDARIFFA FLOWER EXTRACT, COCOS NUCIFERA OIL, SODIUM HYDROXIDE, MAGNESIUM ALUMINUM SILICATE, XANTHAN GUM, POTASSIUM SORBATE, SORBIC ACID, SODIUM ACETATE, ISOPROPYL ALCOHOL, CAPRYLIC/CAPRIC TRIGLYCERIDE, HEXYL CINNAMAL",
3256224359579,Shampooing doux aux extraits de camomille et de sésame Cheveux blonds,"AQUA, SODIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE, SODIUM CHLORIDE, PARFUM, SODIUM BENZOATE, GLYCERIN, PROPYLENE GLYCOL, PANTHENOL, CITRIC ACID, COCONUT ACID, PPG-26-BUTETH-26, PEG-40 HYDROGENATED CASTOR OIL, POLYQUATERNIUM-10, SORBITOL, SODIUM HYDROXIDE, CHAMOMILLA RECUTITA FLOWER EXTRACT, POTASSIUM SORBATE, SESAMUM INDICUM SEED OIL, SODIUM ACETATE, ISOPROPYL ALCOHOL, LINALOOL, CI 19140, CI 16255.",http://en.openbeautyfacts.org/images/products/325/622/435/9579/front.5.400.jpg
3256226531607,Savon de Marseille à la glycérine,"SODIUM TALLOWATE, AQUA, SODIUM COCOATE, GLYCERIN, PARFUM, SODIUM CHLORIDE, ETIDRONIC ACID, SODIUM HYDROXIDE.",http://en.openbeautyfacts.org/images/products/325/622/653/1607/front.5.400.jpg
3256226531638,Savon de Marseille pour textiles délicats,"SODIUM TALLOWATE, AQUA, SODIUM COCOATE, GLYCERIN, SODIUM CHLORIDE, ETIDRONIC ACID, SODIUM HYDROXIDE, CI 77891.",http://en.openbeautyfacts.org/images/products/325/622/653/1638/front.5.400.jpg
3257980578938,"Shampooing très doux, extra doux","Aqua, sodium cocoamphoacetate, sodium laureth sulfate, peg-40 glyceryl cocoate, sodium coceth sulfate, lauryl glucoside, sodium chloride, PEG-200 hydrogenated glyceryl palmate, citric acid, propylene glycol, panthenol, parfum, PEG-7 glyceryl cocoate, chlorphenesin, potassium sorbate, polyquaternium-10, PPG-26-buteth-26, tetrasodium EDTA, PEG-40 hydrogenated castor oil, caprylyl glycol, CI 47005, CI 16255.",http://en.openbeautyfacts.org/images/products/325/798/057/8938/front.4.400.jpg
3257981609006,Shampooing douche Relax,"AQUA, SODIUM LAURETH SULFATE, GLYCERIN, COCAMIDOPROPYL BETAINE, SODIUM CHLORIDE, PEG-7 GLYCERYL COCOATE, LAURETH-3, PARFUM, LIMONENE, SODIUM BENZOATE, HEXYL CINNAMAL, MAGNESIUM NITRATE, CITRIC ACID, MARIS SAL, SODIUM HYDROXIDE, METHYLCHLOROISOTHIAZOLINONE, MAGNESIUM CHLORIDE, METHYLISOTHIAZOLINONE, CI 42090, CI 47005",http://en.openbeautyfacts.org/images/products/325/798/160/9006/front.5.400.jpg
3257982124898,Les Soins Shampooing Vitalité,"AQUA, SODIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE, HEXYLENE GLYCOL, SODIUM CHLORIDE, GLYCERIN, COCONUT ACID, PARFUM, PROPYLENE GLYCOL, GLYCOL DISTEARATE, LAURETH-4, PANTHENOL, STYRENE/ACRYLATES COPOLYMER, DIMETHICONE PROPYL PG-BETAINE, POTASSIUM SORBATE, PEG-120 METHYL GLUCOSE DIOLEATE, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, CITRIC ACID, METHYLISOTHIAZOLINONE, FORMIC ACID",
3257982124935,Les Soins Shampooing antipelliculaire,"AQUA, SODIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE, HEXYLENE GLYCOL, SODIUM CHLORIDE, GLYCERIN, COCONUT ACID, PARFUM, PIROCTONE OLAMINE, GLYCOL DISTEARATE, PROPYLENE GLYCOL, LAURETH-4, PANTHENOL, STYRENE/ACRYLATES COPOLYMER, PEG-120 METHYL GLUCOSE DIOLEATE, POTASSIUM SORBATE, DIMETHICONE PROPYL PG-BETAINE, CITRIC ACID, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, METHYLISOTHIAZOLINONE, FORMIC ACID",
3257982124980,Shampooing Doux cheveux normaux Pomme & tilleul,"AQUA, SODIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE, SODIUM CHLORIDE, PEG-7 GLYCERYL COCOATE, PARFUM, POLYQUATERNIUM-10, BUTYLENE GLYCOL, GLYCERIN, BENZYL ALCOHOL, TETRASODIUM EDTA, TILIA CORDATA FLOWER EXTRACT, SODIUM HYDROXIDE, PYRUS MALUS FRUIT EXTRACT, SODIUM BENZOATE, POTASSIUM SORBATE, METHYLCHLOROISOTHIAZOLINONE, METHYLISOTHIAZOLINONE, CITRIC ACID, CI 47005, CI 42090",
3257982124997,Shampooing Doux cheveux gras Menthe & citron,"AQUA, SODIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE, SODIUM CHLORIDE, PEG-60 _ALMOND_ GLYCERIDES, GLYCERIN, PARFUM, SODIUM STYRENE/ACRYLATES COPOLYMER, PANTHENOL, PROPYLENE GLYCOL, CITRIC ACID, BENZYL ALCOHOL, TETRASODIUM EDTA, LIMONENE, SODIUM LAURYL SULFATE, POTASSIUM SORBATE, TRIDECETH-7, CITRUS LIMON FRUIT EXTRACT, PANTOLACTONE, ERUCA SATIVA LEAF EXTRACT, HEDERA HELIX LEAF/STEM EXTRACT, NASTURTIUM OFFICINALE FLOWER/LEAF EXTRACT, SODIUM BENZOATE, MENTHA ARVENSIS LEAF OIL, METHYLCHLOROISOTHIAZOLINONE, METHYLISOTHIAZOLINONE, CI 47005, CI 16255, CI 42090",
3257982125000,Shampooing Doux Cheveux secs & abimés Amande & Abricot,"AQUA, SODIUM LAURETH SULFATE, DISODIUM COCOAMPHODIACETATE, GLYCERIN, SODIUM CHLORIDE, PEG-4 RAPESEEDAMIDE, PARFUM, PEG/PPG-14/4 DIMETHICONE, CITRIC ACID, POLYQUATERNIUM-10, PROPYLENE GLYCOL, PRUNUS ARMENIACA FRUIT EXTRACT, ALCOHOL DENAT., BENZYL ALCOHOL, TETRASODIUM EDTA, _PRUNUS AMYGDALUS_ DULCIS SEED EXTRACT, METHYLCHLOROISOTHIAZOLINONE, IMIDAZOLIDINYL UREA, METHYLISOTHIAZOLINONE, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, CI 14700",
3257982125017,Shampooing Doux cheveux blonds Camomille,"AQUA, SODIUM LAURETH SULFATE, DISODIUM COCOAMPHODIACETATE, SODIUM CHLORIDE, GLYCERIN, COCAMIDOPROPYL BETAINE, PARFUM, PEG-60 _ALMOND_ GLYCERIDES, CITRIC ACID, POLYQUATERNIUM-10, LINALOOL, CITRONELLOL, BENZYL ALCOHOL, GERANIOL, TETRASODIUM EDTA, HEXYL CINNAMAL, SODIUM BENZOATE, POTASSIUM SORBATE, CHAMOMILLA RECUTITA FLOWER OIL, PANAX GINSENG ROOT EXTRACT, TRIDECETH-9, BISABOLOL, PEG-40 HYDROGENATED CASTOR OIL, METHYLCHLOROISOTHIAZOLINONE, METHYLISOTHIAZOLINONE, CI 47005, CI 16255",
3257982125024,Shampooing doux Cheveux chatains à bruns Noix & Henné,"AQUA, SODIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE, SODIUM CHLORIDE, PEG-7 GLYCERYL COCOATE, PARFUM, POLYQUATERNIUM-10, GLYCERIN, BENZYL ALCOHOL, CITRIC ACID, TETRASODIUM EDTA, JUGLANS REGIA SEED EXTRACT, LAWSONIA INERMIS EXTRACT, POTASSIUM SORBATE ,SODIUM BENZOATE, METHYLCHLOROISOTHIAZOLINONE, METHYLISOTHIAZOLINONE, SODIUM HYDROXIDE, CI 47005, CI 14720, CI 28440, CI 14700",
3257982203715,Savon de Marseille Huile d'Amande Douce,Sodium tallowate - aqua - sodium cocoate - parfum - glycerin - prunus amygdalus dulcis oil - sodium hydroxide - sodium chloride - etidronic acid - benzyl alcohol - cinnamyl alcohol - benzyl benzoate - hexyl cinnamal - linalool - CI 77492.,http://en.openbeautyfacts.org/images/products/325/798/220/3715/front.5.400.jpg
3257983156201,Gel lavant mains à l'eau de tilleul bio," AQUA, TILIA PLATYPHYLLOS FLOWER WATER*, DECYL GLUCOSIDE, AMMONIUM LAURYL SULFATE, COCAMIDOPROPYL BETAINE, COCO-GLUCOSIDE, GLYCERYL OLEATE, SODIUM CHLORIDE, CITRIC ACID, PARFUM, SODIUM BENZOATE, LIMONENE, POTASSIUM SORBATE, GLYCERIN*, LINALOOL, BENZOIC ACID, BENZYL ALCOHOL, PRUNUS PERSICA FRUIT EXTRACT*, DEHYDROACETIC ACID, SODIUM DEHYDROACETATE, HYDROGENATED PALM GLYCERlDES CITRATE, TOCOPHEROL. *lngrédients issus de I'Agriculture Biologique",
3257983156256,déodorant fraicheur,"aqua, aloe barbadensis leaf juice, rosa damascena flower water*, isopropyl palmitate, caprylic/capric triglyceride, glycerin, glyceryl stearate citrate, polyglyceryl-3 caprylate, polyglyceryl-3, methylglucose distearate, butyrospermum parkii butter, parfum, benzyl alcohol, undecylenoyl glycin, sodium benzoate, stearyl alcohol, cellulose gum, xanthan gum, phytic acid, citrus paradisi peel oil, sodium hydroxide, tocopherol, helianthus annuus seed oil, rosmarinus officinalis leaf oil, rosa damascena flower oil*, citral, limonene, linalool. ",http://en.openbeautyfacts.org/images/products/325/798/315/6256/front.7.400.jpg
3257983224825,Savon de Marseille Huile d'Olive,SODIUM TALLOWATE - AQUA - SODIUM COCOATE - PARFUM - GLYCERIN - OLEA EUROPAEA FRUIT OIL - SODIUM HYDROXIDE - SODIUM HYDROXIDE - SODIUM CHLORIDE - ETIDRONIC ACID - LINALOOL - CITRAL - EUGENOL - COUMARIN - HEXYL CINNAMAL - CI 77499 - CI 77492 - CI 77288 - CI 77891,
3257983224986,Savon dermatologique visage & corps à l'huile d'amande douce,"Sodium Tallowate, aqua, sodium cocoate, glycerin, parfum, _prunus amygdalus_ dulcis oil, sodium hydroxide, sodium chloride, etidronic acid, CI 77891.",http://en.openbeautyfacts.org/images/products/325/798/322/4986/front.9.400.jpg
3257983225051,Savon dermatologique visage & corps à l'huile d'amande douce,"Sodium Tallowate, aqua, sodium cocoate, glycerin, parfum, _prunus amygdalus_ dulcis oil, sodium hydroxide, sodium chloride, etidronic acid, CI 77891.",http://en.openbeautyfacts.org/images/products/325/798/322/5051/front.6.400.jpg
3257983362008,Déodorant Pierre d'Alun 24h,"BUTANE, ISOBUTANE, PROPANE, CYCLOPENTASILOXANE, ISOPROPYL MYRISTATE, POTASSIUM ALUM, TRIETHYL CITRATE, PARFUM, DISTEARDIMONIUM HECTORITE, PROPYLENE CARBONATE, AQUA.",http://en.openbeautyfacts.org/images/products/325/798/336/2008/front.7.400.jpg
3257983554489,Disques imprégnés dissolvant doux Ongles sans acétone,"DIMETHYL GLUTARATE, DIMETHYL ADIPATE, DIMETHYL SUCCINATE, PARFUM, TOCOPHERYL ACETATE, LIMONENE, LINALOOL, CITRAL",http://en.openbeautyfacts.org/images/products/325/798/355/4489/front.5.400.jpg
3257983869538,Dissolvant Doux,ETHYL ACETATE - DIMETHYL GLUTARATE. DIMETHYL SUCCINATE - AQUA - DIMETHYL ADIPATE. POLYSORBATE 80 - CETYL ACETATE - ACETATE - OLEYL ACETATE - ACETYLATED ALCOHOL - PARFUM - PPG-I -PEG-9 LAURYL ETHER - PROPYLENE GLYCOL - FUCUS VESICULOSUS - SORBITOL - CITRIC ACID - CITRAL. (l - GERANIOL - - - Cl 47000.,
3257983891744,Gel douche Hammam parfum argan,"AQUA, SODIUM LAURETH SULFATE, SODIUM CHLORIDE, COCAMIDOPROPYL BETAINE, PEG-7 GLYCERYL COCOATE, GLYCERIN, PARFUM, PEG-200 HYDROGENATED GLYCERYL PALMATE, SODIUM BENZOATE, CITRIC ACID, POTASSIUM SORBATE, SODIUM HYDROXIDE, CI 14700, CI 19140, CI 42090",http://en.openbeautyfacts.org/images/products/325/798/389/1744/front.5.400.jpg
